timestamp,dataset_group,dataset,n_file,n_corrupt,error_ratio,seed,pos_accept_rate,vel_accept_rate,pos_mahal_mean,pos_mahal_std,vel_mahal_mean,vel_mahal_std,pos_mahal_under_thresh,vel_mahal_under_thresh,mean_innov_pos,std_innov_pos,mean_innov_vel,std_innov_vel,mean_traceP,std_traceP
2025-11-15 10:46:09,residential,oxts473,5,0,0.0,7081,1.0,1.0,0.1586411582278481,0.5554800900044531,0.43892537763713085,0.5493165597310113,1.0,1.0,0.2844087979013838,0.25820586775547144,0.08916498869301454,0.054261981598002634,1.2045073926759495,15.13743350724086
2025-11-15 10:47:09,residential,oxts473,5,1,0.0,23034,1.0,1.0,0.13915598312236288,0.21688102000644416,0.4306433797468354,0.5148864511445774,1.0,1.0,0.2915624388535102,0.21189907722836474,0.0888390241610003,0.05297522407214105,1.2087257438582277,15.137779479917674
2025-11-15 10:48:06,residential,oxts473,5,1,0.1,10965,0.9578059071729957,1.0,0.5693456674008811,2.0675992865680284,0.5544600632911392,0.7949683318117976,1.0,1.0,0.4085345344615442,0.5924944865546166,0.10054024334205186,0.06151387768793853,1.2188886976590716,15.137292282785271
2025-11-15 10:49:04,residential,oxts473,5,1,0.2,7922,0.879746835443038,1.0,0.9225831942446043,2.2901067067300276,0.5465440464135021,0.9173409608656842,1.0,1.0,0.5853702651722065,0.6881185470196385,0.09694666515403466,0.06476318351190852,1.2311546330240504,15.136709959985804
2025-11-15 10:50:01,residential,oxts473,5,1,0.3,28718,0.010548523206751054,1.0,5.199281000000001,4.7105954891981545,0.6022580569620254,0.9345021141985786,1.0,1.0,1.2976519471872945,0.9523574484699951,0.10192252563685711,0.0673922326449685,4.695981285398734,15.072975959666163
2025-11-15 10:50:59,residential,oxts473,5,1,0.4,23202,0.7953586497890295,1.0,2.068043673740053,3.5149805544176194,0.5998485506329114,1.0616845190657913,1.0,1.0,0.9910680404933112,0.9349991607656648,0.10189293554202865,0.06861701459617964,1.262531805594726,15.13573419873356
2025-11-15 10:51:59,residential,oxts473,5,1,0.5,18016,0.740506329113924,1.0,2.609592475783476,4.00554537347481,0.6847027594936709,1.0897741374456162,1.0,1.0,1.1472573490711606,1.0090706935955176,0.1088265947294695,0.07469568829007572,1.2708374025611815,15.134943432229377
2025-11-15 10:52:57,residential,oxts473,5,1,0.6,21846,0.6139240506329114,1.0,3.7299901030927836,4.550519341799258,0.7584491751054853,1.2672065106862742,1.0,1.0,1.488980809559512,1.0356127080212614,0.11429529964953275,0.08037182030605616,1.428972138141139,15.131846497831896
2025-11-15 10:53:56,residential,oxts473,5,1,0.7,2397,0.004219409282700422,1.0,7.3718665,10.42536388581907,0.8198472573839662,1.2516980743958768,1.0,1.0,1.0939563039338367,1.5464491461211514,0.11792231699309338,0.0804749645346127,5.432046117282911,14.961211435146966
2025-11-15 10:54:53,residential,oxts473,5,1,0.8,12252,0.5928270042194093,0.9978902953586498,4.343111469750889,4.344629414291534,0.789989065539112,1.0474889787983421,1.0,1.0,1.7007304885431507,0.9880362223548214,0.119702557011437,0.07738017650677805,1.3269020401432488,15.133780484177336
2025-11-15 10:55:51,residential,oxts473,5,1,0.9,1816,0.540084388185654,1.0,5.02874070703125,4.35184677639573,0.9507154388185654,1.5380148110522271,1.0,1.0,1.87755579613797,0.9857476415779434,0.12864672662514517,0.08944735468600296,1.3642715342936709,15.133627572600572
2025-11-15 10:56:50,residential,oxts473,5,1,1.0,1721,0.48945147679324896,0.9978902953586498,5.614031952586208,4.543886051245486,0.8425688583509514,1.3012308022276,1.0,1.0,2.006363388269376,0.9520173344635229,0.12292485972356522,0.08214857399147986,1.4578273798620254,15.142130057713931
2025-11-15 10:57:56,residential,oxts473,5,1,1.1,13042,0.1940928270042194,1.0,5.48926422826087,4.3932838151767,0.8920060970464134,1.4066240219458628,1.0,1.0,1.9297422317383266,0.8890843571800113,0.12612285030740325,0.08030631635075507,2.6452232984107593,15.126852214918577
2025-11-15 10:59:03,residential,oxts473,5,1,1.2,13188,0.35443037974683544,1.0,6.1369707857142854,4.647649204262169,0.8944807489451476,1.4252552878650413,1.0,1.0,2.0889930703911768,0.9426546741740001,0.12535481747588134,0.08593026698942008,1.8005500934850212,15.139536985485234
2025-11-15 11:00:06,residential,oxts473,5,1,1.3,16765,0.5042194092827004,0.9978902953586498,5.781261686192469,4.5750146863260746,0.9947655137420718,1.722024248187757,1.0,1.0,2.0482953992204487,0.9731576049450319,0.13034409996374907,0.09404534758085278,1.3622735107010548,15.130847139216916
2025-11-15 11:01:09,residential,oxts473,5,1,1.4,26662,0.4767932489451477,0.9978902953586498,6.457498398230089,4.736067423459011,1.009289378435518,1.4411339678806925,1.0,1.0,2.1907982078504062,0.9834112418449391,0.13557116157177368,0.0900457733850417,1.3795866833489452,15.13059375720962
2025-11-15 11:02:08,residential,oxts473,5,1,1.5,30983,0.4388185654008439,0.9978902953586498,5.410703625000001,4.423062728406787,0.8967758942917549,1.218310759208973,1.0,1.0,1.9623141576523009,0.9424821379535849,0.12880143613891723,0.07993457463401007,1.4377187368291138,15.134064311647075
2025-11-15 11:03:08,residential,oxts473,5,1,1.6,8128,0.43037974683544306,1.0,5.498940352941177,4.543251769642603,0.9552667151898734,1.4634058420115073,1.0,1.0,1.976502118188483,0.9664576371422676,0.12878107640679412,0.08915394895419931,1.4230587329464133,15.132070417793884
